CP ID,Project Number,Project Category,Project Type,Project Name,Project Location,Description,Justification,Council District,Plan Cost,Estimated Cost,Actual Cost,Project Cost,Percent Spent,Estimated Start,Estimated End,Actual Start,Actual End,Status,Notes,Project SubType,Priority,Phase,PPA Number,x Coordinate,y Coordinate,Latitude,Longitude,Map URL,Mapped Location
6050,,Bridge,Cut Vegetation/Remove Debris,Willard Drive/Sorghum Branch,WILLARD DR Between MARGO LN And E RIDGE DR,Cut and Remove Vegetation â€“ The work will consist of removing vegetation along the guardrail at the bridge and along the wingwalls,To address the recommended maintenance and repairs listed in the 2017 TDOT Flagged Bridges Report,30,2588.00,2588.00,4527.00,4527.00,0,03/14/2019,03/14/2019,03/14/2019,03/14/2019,Complete,Vegetation removal is complete,Maintenance/Repairs,Medium,Complete,1237-04119,1761917.76946116,633628.67974379,36.07201907,-86.69903346,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6050?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.07201907, -86.69903346)"
5475,PV-FL-18491,Paving,Paving,TUDOR LN - ASH GROVE DR - DEAD END,TUDOR LN - ASH GROVE DR - DEAD END,ROADWAY RESURFACING PAVING PROJECT ON 'TUDOR LN',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",27,14450.00,13633.00,15593.22,15593.22,0,,,,12/19/2017,Complete,PAVING PROJECT: 'TUDOR LN - ASH GROVE DR - DEAD END',New,Low,Complete,355-02017,1758484.5,625511,36.04965199,-86.71045109,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5475?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.04965199, -86.71045109)"
5246,,Traffic,Intersection Improvements,Division St @ Magazine St Install Curb Ramp,DIVISION ST At MAGAZINE STREET,Install curb ramps,To provide curb ramps to improve the accessibility of pedestrians while crossing the roadway,19,2598.34,2598.34,2598.34,2598.34,0,,,04/13/2015,04/13/2015,Complete,Installation of curb ramps complete,Rehabilitation,Medium,Complete,727-07014,1737290.07421923,662549.30400711,36.15094335,-86.78314282,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5246?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.15094335, -86.78314282)"
2220,,Bridge,Maintenance and Repair Jobs,Stonemeade Drive/ Branch,Stonemeade Dr/ Branch between Rusing Brook Cir and Highway 100,"Repair cracks in bridge deck, approaches and sidewalk and repave approaches , Concrete repair",To address the bridge maintenance recommendations that are identified from TDOT's inspection report and to ensure the safety of the traveling public,35,18962.00,14497.00,18930.33,18930.33,100,,,08/01/2016,09/02/2016,Complete,Maintenance and repairs jobs are complete,Maintenance/Repairs,Medium,Complete,12-04016,1683961.01844706,622866.52466823,36.04063121,-86.96244402,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2220?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.04063121, -86.96244402)"
1692,PV-SPR-10724,Paving,Paving,9TH AVE N - TAYLOR ST - DEAD END,9TH AVE N - TAYLOR ST - DEAD END,ROADWAY RESURFACING PAVING PROJECT ON '9TH AVE N',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",19,131750.00,114885.95,114413.46,114413.46,0,2017,2017,,07/13/2017,Complete,PAVING PROJECT: '9TH AVE N - TAYLOR ST - DEAD END',New,Low,Complete,355-02017,1733086.68713951,672323.59324662,36.17769783,-86.79764785,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1692?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.17769783, -86.79764785)"
5330,19PVFL18440,Paving,Paving,Contractor Paving,On JONES VIEW DR From JONES AV To JONES PL,N/A,N/A,08,29750.00,49386.37,24362.34,24362.34,0,2017,2017,,05/25/2018,Complete,N/A,New,Low,Complete,355-02017,1745492.9552213,686063.0620058,36.21571703,-86.75597978,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5330?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.21571703, -86.75597978)"
1242,PV-11252,Paving,Paving,GENERAL KERSHAW DR - COUNTY LINE - SAUNDERSVILLE RD,GENERAL KERSHAW DR - COUNTY LINE - SAUNDERSVILLE RD,Paving project: GENERAL KERSHAW DR - COUNTY LINE - SAUNDERSVILLE RD,Paving project needed,11,91800.00,59813.05,91570.58,91570.58,100,2015,2015,07/13/2015,08/13/2015,Complete,Paving project on GENERAL KERSHAW DR,New,Low,Complete,380-02015,1793271.19684744,692138.39931505,36.23330357,-86.59414017,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1242?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.23330357, -86.59414017)"
5947,PV-SPR-18726,Paving,Paving,S HILLVIEW DR - OAK HILL BOUNDARY - OLD HICKORY BV,S HILLVIEW DR - OAK HILL BOUNDARY - OLD HICKORY BV,ROADWAY RESURFACING PAVING PROJECT ON 'S HILLVIEW DR',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",34,2550.00,11433.25,6254.21,6254.21,0,1900,1900,01/01/1900,10/29/2018,Complete,PAVING PROJECT: 'S HILLVIEW DR - OAK HILL BOUNDARY - OLD HICKORY BV',New,Low,Complete,1061-01018,1734643.5,621323.91666667,36.03764774,-86.79098328,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5947?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.03764774, -86.79098328)"
1349,PV-SUM-10140,Paving,Paving,RIVER JUNCTION DR - RIVER FORK DR - DEAD END,RIVER JUNCTION DR - RIVER FORK DR - DEAD END,PAVING PROJECT: RIVER JUNCTION DR - RIVER FORK DR - DEAD END,PAVING PROJECT NEEDED,35,21250.00,20673.00,21280.96,21280.96,0,2017,2017,,07/16/2018,Complete,PAVING PROJECT: 'RIVER JUNCTION DR - RIVER FORK DR - DEAD END',New,Low,Complete,355-02017,1680244.67646998,629034.27208601,36.05747253,-86.97522151,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1349?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.05747253, -86.97522151)"
1235,PV-10180,Paving,Paving,OLD MURFREESBORO PIKE - MURFREESBORO PK - MURFREESBORO PK,OLD MURFREESBORO PIKE - MURFREESBORO PK - MURFREESBORO PK,Paving project: OLD MURFREESBORO PIKE - MURFREESBORO PK - MURFREESBORO PK,Paving project needed,29,237150.00,0.00,139501.17,139501.17,100,2015,2015,03/17/2015,04/17/2015,Complete,Paving project on OLD MURFREESBORO PIKE,New,Low,Complete,380-02015,1773741.52731251,643849.34619609,36.10051921,-86.65955246,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1235?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.10051921, -86.65955246)"
2004,PV-18225,Paving,Paving,CORONADO CT - CUL-DE-SAC - CROSS TIMBERS DR,CORONADO CT - CUL-DE-SAC - CROSS TIMBERS DR,Paving project: CORONADO CT - CUL-DE-SAC - CROSS TIMBERS DR,Paving project needed,22,39100.00,29127.75,31239.93,31239.93,100,2015,2015,02/28/2016,03/30/2016,Complete,Paving project on CORONADO CT,New,Low,Complete,380-02015,1692102.89006607,637655.95737183,36.08141433,-86.93541037,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2004?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.08141433, -86.93541037)"
2285,,Bridge,Bridge Repairs,"Woodland St/ Cumberland River, Gay St",Woodland St/ Cumberland River/ Gay St between 1st Ave N / Gay St and South 1st St,"Expansion Joint Repairs, Bridge Deck Repairs, and Steel Bearings Repairs.Expansion Joint repairs -The work will consist of removing the damaged expansion joints and install new expansion joints at both ends of the bridge. Bridge Deck Repairs â€“ The work will consist of removing the damaged asphalt, testing the concrete deck for failures, repair failed areas of bridge deck by removing damaged concrete areas and installing concrete at the areas of the removed concrete deck, repaving the areas where the asphalt surface was removed. Steel Bearings Repairs â€“ The work will consist of the removal of rust and damaged paint from the steel bearings on the east end of the bridge and paint the steel bearings.",To address the bridge maintenance recommendations that are identified from TDOT's inspection report and to ensure the safety of the traveling public,19,104894.00,96027.00,135203.80,135203.80,0,,04/20/2018,01/13/2017,05/03/2018,Complete,All repairs complete,Maintenance/Repairs,Medium,Complete,12-04016,1739471.21680963,668581.0241183,36.16755963,-86.77591725,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2285?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.16755963, -86.77591725)"
5167,,Bridge,Maintenance and Repair Jobs,Lickton Pike/Branch,On LICKTON PIKE Over Branch Between OLD SPRINGFIELD PIKE And UNNAMED 2868,"Mill & pave approaches to bridge, Seal the cracks in the concrete deck surface, Repair the spalls with exposed steel on the north and south overhangs",To address the bridge maintenance recommendations that are identified from TDOT's inspection report and to ensure the safety of the traveling public,10,12301.31,12301.31,12301.31,12301.31,0,,,03/01/2016,11/30/2016,Complete,Maintenance and repair jobs complete,Maintenance/Repairs,Medium,Complete,12-04016,1754356.48135747,733623.94209079,36.34653563,-86.72712713,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5167?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.34653563, -86.72712713)"
5742,,Guardrail,New Guardrail,580 Neelys Bend Road Service Request,NEELYS BEND RD Between NEELYS CHASE DR And IDLEWILD DR,"To install guardrail at 580 Neely''s Bend Road, along the south/west side of Neely''s bend Road. The clear zone for Neely's Bend Road is 18â€™ based on the 40 m.p.h. speed limit, 580 Neely's Bend Road is located on the outside of a horizontal curve, and heavy traffic volume defined in TDOT standard drawing S-GR-21 and is calculated in Fig. 3.1b in the AASHTO Roadside Design Guide. There is a 3â€™ wide grass shoulder. Followed by a 4.5â€™ vertical drop with side slopes of 1:1 located in front of 570 Neely's Bend Road. The side slopes transition to 2:1 as motorists approaches 580 Neely's Bend Road from the east, and there is a stacked stone retaining wall in front of 580 Neelys Bend Road that is approximately 2â€™ high and 9â€™ off the travelway. Additionally, there are signs of collisions with the utility pole, stacked stone retaining wall, a tree, and mailboxes","""Due to the motorists who have left the travelway and colliding with fixed objects, as well as the untraversable road side slope, the installation of guardrail is recommended at this location. Due to the multiplicity of vehicles leaving the travelway and colliding with fixed objects, the addition of  W1-8 Chevron Alignment Signs are recommended to be installed along the outside of the horizontal curve in order to warn motorists of the impending hazard.",07,13565.00,13565.00,8638.00,8638.00,0,02/26/2018,02/28/2018,01/31/2018,01/31/2018,Complete,"For the safety of the traveling public, the installation of new guardrail is recommended. The installation of guardrail shall be in compliance with current TDOT standards. Guardrail installation is complete.",New,High,Complete,12-04016,1761720.49520906,699976.32811763,36.25426666,-86.70130973,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5742?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.25426666, -86.70130973)"
6055,,Bridge,Cut Vegetation/Remove Debris,Woodmont Boulevard/West Fork Brown's Creek 19S63940001,WOODMONT BLVD Between MCNAIRY LN And GENERAL HOOD TRL,Remove Drift and Trees - The work will consist of removing drift and trees from inlet,To address the recommended maintenance and repairs listed in the 2017 TDOT Flagged Bridges Report,25,2474.00,2474.00,6094.00,6094.00,0,03/12/2019,03/12/2019,03/13/2019,03/13/2019,Complete,Drift and tree removal is complete,Maintenance/Repairs,Medium,Complete,1237-04119,1737632.43034357,647719.08891988,36.11022023,-86.78158714,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/6055?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.11022023, -86.78158714)"
1832,PV-10150,Paving,Paving,KNAPP BLVD - COUCHVILLE PIKE - DONELSON PK,KNAPP BLVD - COUCHVILLE PIKE - DONELSON PK,Paving project: KNAPP BLVD - COUCHVILLE PIKE - DONELSON PK,Paving project needed,13,68000.00,0.00,349556.67,349556.67,100,2014,2014,03/23/2014,04/23/2014,Complete,Paving project on KNAPP BLVD,New,Low,Complete,342-02014,1771029.99998459,647152.29171339,36.10933607,-86.66850826,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1832?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.10933607, -86.66850826)"
218,PV-10015,Paving,Paving,DOVERSIDE DR - MOOREWOOD DR - JOINT 175' EAST OF EAGLEWOOD LN,DOVERSIDE DR - MOOREWOOD DR - JOINT 175' EAST OF EAGLEWOOD LN,Paving project: DOVERSIDE DR - MOOREWOOD DR - JOINT 175' EAST OF EAGLEWOOD LN,Paving project needed,03,58500.00,0.00,192498.26,192498.26,100,2014,2014,09/27/2014,10/27/2014,Complete,Paving project on DOVERSIDE DR,New,Low,Complete,342-02014,1741396.76026768,695166.90915895,36.24062517,-86.77011921,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/218?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.24062517, -86.77011921)"
2559,,Bridge,Cut Vegetation/Remove Debris,Old Charlotte Pk/ Branch,Old Charlotte Pk/ Branch between Gower Rd and Sawyer Brown Rd,"Cut and remove vegetation along the guardrail at the bridge and along the wingwalls, Remove drift from channel at inlet end of bridge.","Cut and remove all vegetation away from the guardrail and/or bridge features to maintain a clear line of sight for approaching traffic. Excessive drift can redirect flow into substructure elements or channel embankments, which encourages scour or erosion at these locations. Therefore, all drift should be removed from the inlet as preventative maintenance in the channel.",35,1488.00,1488.00,2311.60,2311.60,0,04/01/2017,06/30/2017,05/03/2017,05/03/2017,Complete,Vegetation and drift removal is complete,Maintenance/Repairs,Medium,Complete,199-04016,1695135.87667473,652379.54503839,36.12199713,-86.92559181,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/2559?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.12199713, -86.92559181)"
5131,,Bridge,Maintenance and Repair Jobs,Orlando Avenu/Branch,On ORLANDO AVE Over Branch Between PATINA CIR And LENOX AVE,Replace trees that have died,To address the bridge maintenance recommendations that are identified from TDOT's inspection report and to ensure the safety of the traveling public,24,14700.52,14700.52,16899.08,16899.08,0,,,03/01/2017,04/30/2017,Complete,Tree replacement complete,Maintenance/Repairs,Medium,Complete,12-04016,1715586.18513437,661572.87643064,36.14776174,-86.85662462,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5131?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.14776174, -86.85662462)"
1627,PV-11360,Paving,Paving,COLLINSWOOD DR - COLLINS RD - POPLAR CREEK TRCE,COLLINSWOOD DR - COLLINS RD - POPLAR CREEK TRCE,Paving project: COLLINSWOOD DR - COLLINS RD - POPLAR CREEK TRCE,Paving project needed,35,194650.00,176265.50,145502.78,145502.78,100,2015,2015,04/07/2016,04/18/2016,Complete,Paving project on COLLINSWOOD DR,New,Low,Complete,380-02015,1684102.06300248,625712.452123,36.04853926,-86.96206475,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1627?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.04853926, -86.96206475)"
1330,PV-SUM-11054,Paving,Paving,BROWNLEE DR - W MEADE DR - BROOK HOLLOW RD,BROWNLEE DR - W MEADE DR - BROOK HOLLOW RD,"ROADWAY RESURFACING PAVING PROJECT ON 'BROWNLEE DR'
MOVED PER DON REID. CHANGES ON 2016 SPRING LIST.","BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",23,51000.00,67071.25,62893.39,62893.39,0,2017,2017,,07/03/2018,Complete,PAVING PROJECT: 'BROWNLEE DR - W MEADE DR - BROOK HOLLOW RD',New,Low,Complete,355-02017,1706784.04309827,648701.59421388,36.11218164,-86.88609136,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1330?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.11218164, -86.88609136)"
5141,,Culvert,Culvert Repairs,Burgess Avenue,BURGESS AVE Between 1527 ALY And WHITE BRIDGE PIKE,Repair collapsed retaining wall at culvert,Repair retaining wall to ensure the safety of the traveling public,20,7657.49,7657.49,7657.49,7657.49,0,,,09/09/2016,09/09/2016,Complete,Retaining wall repair is complete,Maintenance/Repairs,Medium,Complete,13-04016,1715019.32052046,660595.72932345,36.14506397,-86.85851547,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/5141?layerName=Project Point' target='_blank' title='Click to open map'>View Map<a/>,"(36.14506397, -86.85851547)"
598,PV-SUM-10835,Paving,Paving,12TH AVE N - JO JOHNSTON AVE - JEFFERSON ST,12TH AVE N - JO JOHNSTON AVE - JEFFERSON ST,ROADWAY RESURFACING PAVING PROJECT ON '12TH AVE N',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",19,146200.00,178910.25,186554.34,186554.34,0,,,,09/26/2018,Complete,PAVING PROJECT: '12TH AVE N - JO JOHNSTON AVE - JEFFERSON ST',New,Low,Complete,355-02017,1733291.7108905,668741.65795281,36.16786383,-86.7968556,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/598?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.16786383, -86.7968556)"
1950,PV-SUM-18382,Paving,Paving,AUTUMN CT - SOMERSET FARMS CR - CUL-DE-SAC,AUTUMN CT - SOMERSET FARMS CR - CUL-DE-SAC,ROADWAY RESURFACING PAVING PROJECT ON 'AUTUMN CT',"BASED ON THE CURRENT OVERALL CONDITION INDEX, THIS ROADWAY QUALIFIES FOR PAVING",22,10200.00,12867.00,12689.99,12689.99,0,2017,2017,,05/21/2018,Complete,PAVING PROJECT: 'AUTUMN CT - SOMERSET FARMS CR - CUL-DE-SAC',New,Low,Complete,355-02017,1683098.62499468,634454.25001635,36.07243852,-86.96574761,<a href='https://mpw.nashville.gov/CapitalProjects/Project/InteractiveMap/1950?layerName=Project Line' target='_blank' title='Click to open map'>View Map<a/>,"(36.07243852, -86.96574761)"
